id,slug,title,url,sector_clean,country_clean,year_clean,report_type_clean,org_type,assurance_clean,sroi_ratio_value,total_investment_raw,stakeholder_mentions,has_pdf,pdf_extracted,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,is_assured_raw,publication_year_raw
135,literacy-buddies-program-ardoch-youth-foundation,Reports Database:Literacy Buddies Program  – Ardoch Youth Foundation,https://socialvalueuk.org/reports/literacy-buddies-program-ardoch-youth-foundation/,education,Australia,2013,Forecast,private,0,,,25,1,1,1,5000,2,2,1,1,0,2,0,2,10,62.5,0,2023
136,double-impact-citywide-services-in-nottingham-for-people-recovering-from-alcoholdrug-dependence,Reports Database:Double Impact citywide services in Nottingham for people recovering from alcohol/dr,https://socialvalueuk.org/reports/double-impact-citywide-services-in-nottingham-for-people-recovering-from-alcoholdrug-dependence/,health,Unknown,2013,Unknown,charity,0,,"INVESTMENT	  

3",28,1,1,1,5000,2,2,1,2,0,2,1,2,12,75.0,0,2023
137,daisyhouse-transitional-housing-service-2009-2011,Reports Database:Daisyhouse Transitional Housing Service 2009-2011,https://socialvalueuk.org/reports/daisyhouse-transitional-housing-service-2009-2011/,housing,Ireland,2009,Unknown,government,0,,,10,1,1,1,5000,1,1,0,1,0,1,0,0,4,25.0,0,2023
138,off-centre-social-return-on-investment,Reports Database:Off Centre Social Return on Investment,https://socialvalueuk.org/reports/off-centre-social-return-on-investment/,other,UK,,Unknown,unknown,0,,,8,1,1,1,5000,1,2,1,1,2,2,0,0,9,56.2,0,2023
140,placing-a-value-on-work,Reports Database:Placing a Value On Work,https://socialvalueuk.org/reports/placing-a-value-on-work/,housing,UK,2009,Unknown,charity,0,,,2,1,1,1,5000,1,1,2,0,0,2,1,1,8,50.0,0,2023
141,the-economic-and-social-return-of-action-for-childrens-east-dunbartonshire-family-service,Reports Database:The economic and social return of Action for Children’s East Dunbartonshire Family ,https://socialvalueuk.org/reports/the-economic-and-social-return-of-action-for-childrens-east-dunbartonshire-family-service/,other,UK,2009,Unknown,unknown,1,,,26,1,1,1,5000,2,2,1,1,0,1,1,0,8,50.0,0,2023
146,first-steps-housing-project-inc-final-sroi-and-evaluation-report,Reports Database:First Steps Housing Project Inc. Final SROI and Evaluation Report,https://socialvalueuk.org/reports/first-steps-housing-project-inc-final-sroi-and-evaluation-report/,housing,Canada,2014,Unknown,government,0,,,2,1,1,1,5000,0,2,1,0,0,2,0,1,6,37.5,0,2023
147,north-lanarkshire-scramble-and-quad-bike-club-a-social-return-on-investment-forecast-report,Reports Database:North Lanarkshire Scramble and Quad Bike Club A Social Return on Investment Forecas,https://socialvalueuk.org/reports/north-lanarkshire-scramble-and-quad-bike-club-a-social-return-on-investment-forecast-report/,other,Unknown,,Forecast,unknown,0,,,0,1,4,0,0,,,,,,,,,,,0,2023
148,a-social-return-on-investment-analysis-of-the-m-pact-moving-parents-and-children-together-programme,Reports Database:A Social Return on Investment Analysis of the M-PACT (Moving Parents and Children T,https://socialvalueuk.org/reports/a-social-return-on-investment-analysis-of-the-m-pact-moving-parents-and-children-together-programme/,health,Unknown,2014,Unknown,charity,0,,,6,1,1,1,5000,0,1,0,0,0,0,1,2,4,25.0,0,2023
149,manchester-sport-and-leisure-trust-december-2013-headline-report,Reports Database:Manchester Sport and Leisure Trust December 2013 Headline Report,https://socialvalueuk.org/reports/manchester-sport-and-leisure-trust-december-2013-headline-report/,sports,UK,2013,Unknown,charity,0,,,1,1,1,1,5000,2,1,1,0,0,0,1,0,5,31.2,0,2023
150,women-moving-forward-sroi-case-study,Reports Database:Women Moving Forward SROI Case Study,https://socialvalueuk.org/reports/women-moving-forward-sroi-case-study/,housing,Canada,2005,Unknown,unknown,0,,,0,1,1,1,5000,2,2,1,0,0,1,0,1,7,43.8,0,2023
151,talensi-farmer-managed-natural-regeneration-project-ghana-social-return-on-investment-report,"Reports Database:Talensi Farmer-Managed Natural Regeneration Project, Ghana, Social Return on Invest",https://socialvalueuk.org/reports/talensi-farmer-managed-natural-regeneration-project-ghana-social-return-on-investment-report/,environment,Australia,2010,Unknown,charity,0,,,5,1,1,1,5000,2,2,2,1,0,1,2,0,10,62.5,0,2023
152,social-benefit-analysis-of-hotel-training-centres-room-attendant-training-program,Reports Database:Social Benefit Analysis of Hotel Training Centre’s Room Attendant Training Program,https://socialvalueuk.org/reports/social-benefit-analysis-of-hotel-training-centres-room-attendant-training-program/,employment,USA,2011,Unknown,unknown,0,,,0,1,1,1,5000,2,1,1,0,0,1,0,0,5,31.2,0,2023
153,manchester-sport-and-leisure-trust-december-2013-full-report,Reports Database:Manchester Sport and Leisure Trust December 2013 Full Report,https://socialvalueuk.org/reports/manchester-sport-and-leisure-trust-december-2013-full-report/,education,UK,2013,Unknown,charity,0,,,1,1,1,1,5000,0,1,1,1,0,1,1,1,6,37.5,0,2023
154,healthy-empowered-resilient-h-e-r-pregnancy-program,Reports Database:Healthy Empowered Resilient (H.E.R.) Pregnancy Program,https://socialvalueuk.org/reports/healthy-empowered-resilient-h-e-r-pregnancy-program/,housing,Canada,,Unknown,unknown,0,,,1,1,1,1,5000,1,2,1,0,1,1,1,0,7,43.8,0,2023
155,low-income-monthly-transit-pass-sroi-case-study,Reports Database:Low Income Monthly Transit Pass SROI Case Study,https://socialvalueuk.org/reports/low-income-monthly-transit-pass-sroi-case-study/,employment,Canada,2000,Unknown,charity,0,,,0,1,1,1,5000,2,2,1,0,0,0,1,0,6,37.5,0,2023
156,the-value-added-for-families-before-and-after-using-solvatten-in-the-bungoma-district-in-western-kenya,Reports Database:The value added for families before and after using Solvatten in the Bungoma distri,https://socialvalueuk.org/reports/the-value-added-for-families-before-and-after-using-solvatten-in-the-bungoma-district-in-western-kenya/,education,Kenya,2011,Unknown,charity,0,,,3,1,1,1,5000,1,0,1,0,0,1,0,1,4,25.0,0,2023
157,donbac-limited-social-return-on-investment-study,Reports Database:Donbac Limited Social Return on Investment Study,https://socialvalueuk.org/reports/donbac-limited-social-return-on-investment-study/,housing,UK,2012,Unknown,government,0,,,0,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
158,acta-sroi-report,Reports Database:ACTA SROI Report,https://socialvalueuk.org/reports/acta-sroi-report/,arts_culture,UK,2010,Unknown,charity,0,,,13,1,1,1,5000,2,1,1,1,2,1,2,1,11,68.8,0,2023
160,the-economic-and-social-return-of-action-for-childrens-wheatley-childrens-centre-doncaster,"Reports Database:The economic and social return of Action for Children’s Wheatley Children’s Centre,",https://socialvalueuk.org/reports/the-economic-and-social-return-of-action-for-childrens-wheatley-childrens-centre-doncaster/,other,UK,2009,Unknown,unknown,1,,,15,1,1,1,5000,2,2,1,1,0,2,1,2,11,68.8,0,2023
161,sroi-report-20132014-sefton-play-council,Reports Database:SROI Report 2013/2014: Sefton Play Council,https://socialvalueuk.org/reports/sroi-report-20132014-sefton-play-council/,other,Unknown,2013,Unknown,unknown,0,,,0,0,0,0,0,,,,,,,,,,,0,
162,measuring-the-impact-of-the-stepup-loan-program,Reports Database:Measuring the impact of the StepUP Loan program,https://socialvalueuk.org/reports/measuring-the-impact-of-the-stepup-loan-program/,employment,Australia,2013,Unknown,government,0,,,0,1,1,1,5000,0,1,1,2,0,1,0,0,5,31.2,0,2023
163,social-return-on-investment-forecast-of-the-indigenous-money-mentor-program,Reports Database:Social Return on Investment forecast of the Indigenous Money Mentor Program,https://socialvalueuk.org/reports/social-return-on-investment-forecast-of-the-indigenous-money-mentor-program/,education,Australia,2013,Forecast,unknown,0,,"investment of $448,000,",22,1,1,1,5000,2,2,1,1,2,1,2,0,11,68.8,0,2023
164,social-valuation-of-refuge-services-for-survivors-of-domestic-violence,Reports Database:Social valuation of Refuge services for survivors of domestic violence,https://socialvalueuk.org/reports/social-valuation-of-refuge-services-for-survivors-of-domestic-violence/,housing,UK,2013,Unknown,social_enterprise,1,,,7,1,1,1,5000,1,2,1,1,0,1,2,2,10,62.5,0,2023
167,brendoncare-clubs-social-return-on-investment-pilot-report,Reports Database:BrendonCare Clubs: Social Return on Investment Pilot Report,https://socialvalueuk.org/reports/brendoncare-clubs-social-return-on-investment-pilot-report/,health,UK,2011,Unknown,charity,0,,"Cost 

£151,100",4,1,1,1,5000,2,2,2,0,2,2,0,1,11,68.8,0,2023
170,introduction-to-supported-employment-2009-2010-sroi-case-study,Reports Database:Introduction to Supported Employment 2009-2010 SROI Case Study,https://socialvalueuk.org/reports/introduction-to-supported-employment-2009-2010-sroi-case-study/,disability,Unknown,2009,Unknown,unknown,0,,Investment  of  2,1,1,1,1,5000,2,2,0,0,0,0,1,1,6,37.5,0,2023
171,odysseus-mentoring-project-a-summary-appraisal-of-social-return-on-investment,Reports Database:Odysseus Mentoring Project: A summary appraisal of Social Return on Investment,https://socialvalueuk.org/reports/odysseus-mentoring-project-a-summary-appraisal-of-social-return-on-investment/,youth,Unknown,2012,Unknown,charity,0,,"cost  £1,240",0,1,1,1,5000,0,2,2,1,1,2,2,0,10,62.5,0,2023
173,social-impact-analysis-for-sewa-day-on-6-october-2013,Reports Database:Social Impact Analysis for Sewa Day on 6 October 2013,https://socialvalueuk.org/reports/social-impact-analysis-for-sewa-day-on-6-october-2013/,youth,UK,2013,Unknown,charity,1,,,0,1,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,0,2023
174,auckland-council-retrofit-your-home-financial-support-programme,Reports Database:Auckland Council Retrofit Your Home Financial Support Programme,https://socialvalueuk.org/reports/auckland-council-retrofit-your-home-financial-support-programme/,education,New Zealand,2014,Unknown,government,1,,,10,1,1,1,5000,2,1,1,0,1,1,0,1,7,43.8,1,2023
175,the-social-return-on-investment-of-food-for-life-school-meals-in-east-ayrshire,Reports Database:The Social Return on Investment of Food for Life School Meals in East Ayrshire,https://socialvalueuk.org/reports/the-social-return-on-investment-of-food-for-life-school-meals-in-east-ayrshire/,agriculture_food,UK,,Unknown,government,0,,,7,1,1,1,5000,1,2,1,2,0,2,0,2,10,62.5,0,2023
176,cockpit-arts-sroi-evaluation-of-the-business-growth-loan-scheme,Reports Database:Cockpit Arts SROI Evaluation of the Business Growth Loan Scheme,https://socialvalueuk.org/reports/cockpit-arts-sroi-evaluation-of-the-business-growth-loan-scheme/,arts_culture,USA,2010,Unknown,private,1,,,16,1,1,1,5000,2,2,1,1,0,1,2,2,11,68.8,0,2023
177,social-leisure-youth-program-sroi-case-study,Reports Database:Social Leisure Youth Program SROI Case Study,https://socialvalueuk.org/reports/social-leisure-youth-program-sroi-case-study/,arts_culture,Unknown,2010,Forecast,government,0,,,0,1,1,1,5000,2,2,1,0,0,1,0,0,6,37.5,0,2023
178,the-outward-bound-trust-social-impact-report-2014,Reports Database:The Outward Bound Trust Social Impact Report 2014,https://socialvalueuk.org/reports/the-outward-bound-trust-social-impact-report-2014/,employment,UK,2014,Unknown,charity,0,,,1,1,1,1,5000,2,1,0,0,0,1,0,1,5,31.2,0,2023
179,foodcycle-social-impact-report-2014,Reports Database:FoodCycle Social Impact Report 2014,https://socialvalueuk.org/reports/foodcycle-social-impact-report-2014/,social_inclusion,UK,2014,Unknown,unknown,0,,,0,1,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,0,2023
180,accountability-lab-impact-report-2013,Reports Database:Accountability Lab Impact Report 2013,https://socialvalueuk.org/reports/accountability-lab-impact-report-2013/,housing,Nepal,2013,Unknown,unknown,0,,,5,1,1,1,5000,1,1,0,0,0,2,0,1,5,31.2,0,2023
181,building-a-qualilty-part-time-jobs-market-a-transformative-approach-for-families,Reports Database:Building a Qualilty Part Time Jobs Market: A transformative approach for families,https://socialvalueuk.org/reports/building-a-qualilty-part-time-jobs-market-a-transformative-approach-for-families/,social_inclusion,UK,,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,2023
182,the-landmarc-difference,Reports Database:The Landmarc Difference,https://socialvalueuk.org/reports/the-landmarc-difference/,environment,UK,2003,Unknown,charity,0,,,2,1,1,1,5000,1,1,1,0,0,1,1,0,5,31.2,0,2023
183,water-for-life-collaborations-for-the-public-good,Reports Database:Water for Life: Collaborations for the Public Good,https://socialvalueuk.org/reports/water-for-life-collaborations-for-the-public-good/,housing,India,2002,Unknown,government,0,,,4,1,1,1,5000,0,1,1,0,0,1,0,1,4,25.0,0,2023
184,now-impact-card-2013-2014,Reports Database:NOW Impact Card 2013-2014,https://socialvalueuk.org/reports/now-impact-card-2013-2014/,other,Unknown,2013,Unknown,unknown,0,,,0,1,4,0,0,,,,,,,,,,,0,2023
185,hct-grounp-impact-report-201112-changing-environment-changing-impact,"Reports Database:HCT Group Impact Report 2011/12: Changing environment, changing impact",https://socialvalueuk.org/reports/hct-grounp-impact-report-201112-changing-environment-changing-impact/,social_inclusion,UK,2011,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,2023
186,futurefirst-annual-review-201213,Reports Database:FutureFirst Annual Review 2012/13,https://socialvalueuk.org/reports/futurefirst-annual-review-201213/,education,UK,2012,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,0,0,0,0,1,3,18.8,0,2023
187,collaborating-for-community-impact-our-journey-so-far,Reports Database:Collaborating for Community Impact: Our journey so far,https://socialvalueuk.org/reports/collaborating-for-community-impact-our-journey-so-far/,other,Unknown,,Unknown,unknown,0,,,0,1,1,0,27,,,,,,,,,,,0,2023
188,getting-together-the-impact-of-local-gingerbread-groups-on-single-parent-families-in-england-and-wales,Reports Database:Getting Together: The impact of local Gingerbread groups on single parent families ,https://socialvalueuk.org/reports/getting-together-the-impact-of-local-gingerbread-groups-on-single-parent-families-in-england-and-wales/,housing,UK,2013,Unknown,charity,0,,,2,1,1,1,5000,0,2,1,0,0,1,1,0,5,31.2,0,2023
189,send-a-cow-our-impact,Reports Database:Send a Cow: Our Impact,https://socialvalueuk.org/reports/send-a-cow-our-impact/,agriculture_food,Kenya,2012,Unknown,unknown,0,,,0,1,1,1,5000,0,1,0,1,0,1,0,1,4,25.0,0,2023
190,co-operatives-uk-our-impact-in-2013,Reports Database:Co-Operatives UK: Our impact in 2013,https://socialvalueuk.org/reports/co-operatives-uk-our-impact-in-2013/,housing,UK,2013,Unknown,government,0,,"investment of £100,000",0,1,1,1,5000,1,1,1,0,0,0,0,0,3,18.8,0,2023
191,five-lamps-social-impact-report-april-2013-march-2014,Reports Database:Five Lamps Social Impact Report April 2013 – March 2014,https://socialvalueuk.org/reports/five-lamps-social-impact-report-april-2013-march-2014/,employment,UK,2010,Unknown,charity,0,,,1,1,1,1,5000,1,1,1,0,0,1,1,0,5,31.2,0,2023
192,achievement-for-all-impact-report-201314,Reports Database:Achievement for All Impact Report 2013/14,https://socialvalueuk.org/reports/achievement-for-all-impact-report-201314/,education,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
193,the-outward-bound-trust-impact-report-2009,Reports Database:The Outward Bound Trust Impact Report 2009,https://socialvalueuk.org/reports/the-outward-bound-trust-impact-report-2009/,education,UK,2009,Unknown,unknown,0,,,0,1,1,1,5000,2,1,0,0,0,1,1,1,6,37.5,0,2023
194,community-investment-by-social-housing-organisations-measuring-the-impact,Reports Database:Community investment by social housing organisations: measuring the impact,https://socialvalueuk.org/reports/community-investment-by-social-housing-organisations-measuring-the-impact/,housing,Unknown,2012,Unknown,private,0,,,0,1,1,1,5000,1,1,2,0,0,1,0,0,5,31.2,0,2023
195,cornerstone-partnership-social-impact-report,Reports Database:Cornerstone Partnership Social Impact Report,https://socialvalueuk.org/reports/cornerstone-partnership-social-impact-report/,disability,UK,2014,Unknown,unknown,0,,"Investment 
$252,207,255",0,1,1,1,5000,0,1,1,0,0,1,1,0,4,25.0,0,2023
196,unitytrust-bank-our-social-lending-impact-2013,Reports Database:UnityTrust Bank: Our Social Lending Impact 2013,https://socialvalueuk.org/reports/unitytrust-bank-our-social-lending-impact-2013/,housing,Unknown,2013,Unknown,private,0,,"Investment

2013",1,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,2023
197,arc-impact-report-autumn-2014,Reports Database:arc Impact Report Autumn 2014,https://socialvalueuk.org/reports/arc-impact-report-autumn-2014/,employment,UK,2011,Unknown,social_enterprise,0,,,0,1,1,1,5000,0,1,1,0,0,1,1,0,4,25.0,0,2023
198,skillforce-social-impact-report-2013,Reports Database:SkillForce Social Impact Report 2013,https://socialvalueuk.org/reports/skillforce-social-impact-report-2013/,education,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,0,0,1,2,12.5,0,2023
199,solaraid-impact-report-2014,Reports Database:SolarAid Impact Report 2014,https://socialvalueuk.org/reports/solaraid-impact-report-2014/,education,UK,2014,Unknown,charity,0,,,1,1,1,1,5000,0,1,0,0,0,1,0,1,3,18.8,0,2023
200,harrogate-ripon-centres-of-voluntary-service-impact-report-2013-2014,Reports Database:Harrogate & Ripon Centres of Voluntary Service Impact Report 2013-2014,https://socialvalueuk.org/reports/harrogate-ripon-centres-of-voluntary-service-impact-report-2013-2014/,community,Unknown,2013,Unknown,charity,0,,,0,1,1,1,5000,2,1,1,0,0,1,1,0,6,37.5,0,2023
201,golden-lane-housing-social-impact-report-2014,Reports Database:Golden Lane Housing Social Impact Report 2014,https://socialvalueuk.org/reports/golden-lane-housing-social-impact-report-2014/,disability,UK,2014,Unknown,charity,0,,,1,1,1,1,5000,1,2,1,1,0,2,0,2,9,56.2,0,2023
202,impact-of-wea-adult-education-2014,Reports Database:Impact of WEA Adult Education 2014,https://socialvalueuk.org/reports/impact-of-wea-adult-education-2014/,education,UK,2014,Unknown,private,0,,,0,1,1,1,5000,2,1,1,1,0,0,1,1,7,43.8,0,2023
203,unlocking-the-power-together-fairtrade-annual-impact-report,Reports Database:Unlocking the Power Together: Fairtrade Annual Impact Report,https://socialvalueuk.org/reports/unlocking-the-power-together-fairtrade-annual-impact-report/,education,South Africa,2013,Unknown,charity,0,,,0,1,1,1,5000,0,1,1,0,0,1,0,1,4,25.0,0,2023
204,cambodia-impact-report,Reports Database:Oxfam: Cambodia Impact Report,https://socialvalueuk.org/reports/cambodia-impact-report/,agriculture_food,Cambodia,2014,Unknown,unknown,0,,,1,1,1,1,5000,2,1,1,2,0,1,0,2,9,56.2,0,2023
205,exeter-cvs-impact-report-2013-2014,Reports Database:Exeter CVS Impact Report 2013-2014,https://socialvalueuk.org/reports/exeter-cvs-impact-report-2013-2014/,community,Unknown,2013,Unknown,government,0,,,1,1,1,1,5000,2,1,2,1,0,1,1,1,9,56.2,0,2023
206,national-youth-agency-nya-impact-report-2014,Reports Database:National Youth Agency (NYA) Impact Report 2014,https://socialvalueuk.org/reports/national-youth-agency-nya-impact-report-2014/,youth,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,0,0,1,0,0,3,18.8,0,2023
207,co-operatives-uk-impact-report-2014,Reports Database:Co-Operatives UK Impact Report 2014,https://socialvalueuk.org/reports/co-operatives-uk-impact-report-2014/,employment,UK,2014,Unknown,government,0,,,0,1,1,1,5000,1,1,0,0,0,0,1,0,3,18.8,0,2023
208,priced-out-the-plight-of-low-income-families-and-young-people-living-in-fuel-poverty,Reports Database:Priced out: The plight of low income families and young people living in fuel pover,https://socialvalueuk.org/reports/priced-out-the-plight-of-low-income-families-and-young-people-living-in-fuel-poverty/,social_inclusion,UK,2012,Unknown,government,0,,,0,1,1,1,5000,1,1,0,1,0,2,0,2,7,43.8,0,2023
209,every-night-you-cry-the-realities-of-having-a-parent-in-prison,Reports Database:Every night you cry: The realities of having a parent in prison,https://socialvalueuk.org/reports/every-night-you-cry-the-realities-of-having-a-parent-in-prison/,justice,UK,2009,Unknown,government,0,,,0,1,1,1,5000,1,1,0,0,0,0,0,0,2,12.5,0,2023
210,hct-group-impact-report-2014-national-vision-local-impact,"Reports Database:HCT Group Impact Report 2014: National Vision, Local Impact",https://socialvalueuk.org/reports/hct-group-impact-report-2014-national-vision-local-impact/,education,UK,2014,Unknown,private,0,,,1,1,1,1,5000,1,1,0,0,0,0,1,1,4,25.0,0,2023
211,reminiscence-arts-and-dementia-care-impact-on-quality-of-life-2012-2015,"Reports Database:Reminiscence Arts and Dementia Care: Impact on Quality of Life, 2012-2015",https://socialvalueuk.org/reports/reminiscence-arts-and-dementia-care-impact-on-quality-of-life-2012-2015/,arts_culture,UK,2012,Unknown,charity,0,,cost of £26,1,1,1,1,5000,2,1,1,0,0,1,1,0,6,37.5,0,2023
212,victim-support-impact-report-201314,Reports Database:Victim Support Impact Report 2013/14,https://socialvalueuk.org/reports/victim-support-impact-report-201314/,health,UK,2013,Unknown,charity,0,,,1,1,1,1,5000,1,1,1,0,0,0,0,1,4,25.0,0,2023
213,the-downtown-outreach-addiction-partnership-team-doap-program-the-calgary-alpha-house-society,Reports Database:The Downtown Outreach Addiction Partnership Team (DOAP) Program: The Calgary Alpha ,https://socialvalueuk.org/reports/the-downtown-outreach-addiction-partnership-team-doap-program-the-calgary-alpha-house-society/,health,Canada,2013,Unknown,unknown,0,,,0,1,1,1,3641,1,2,1,0,0,0,1,0,5,31.2,0,2023
214,the-evaluation-of-the-community-support-for-offenders-families-service,Reports Database:The evaluation of the Community Support for Offenders’ Families service,https://socialvalueuk.org/reports/the-evaluation-of-the-community-support-for-offenders-families-service/,justice,UK,2015,Unknown,unknown,0,,"Inputs	
3.2",2,1,1,1,5000,1,1,0,0,0,2,1,1,6,37.5,0,2023
215,night-shelter-impact-report-201314,Reports Database:Night Shelter Impact Report 2013/14,https://socialvalueuk.org/reports/night-shelter-impact-report-201314/,housing,UK,2013,Unknown,unknown,0,,,0,1,1,1,5000,0,1,1,0,0,1,0,0,3,18.8,0,2023
216,crisis-impact-report-2013-2014,Reports Database:Crisis impact report 2013-2014,https://socialvalueuk.org/reports/crisis-impact-report-2013-2014/,housing,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,0,0,1,1,0,4,25.0,0,2023
217,shaw-trust-making-a-difference-our-year-in-review-2013-2014,Reports Database:Shaw Trust. Making a difference: Our year in review 2013-2014,https://socialvalueuk.org/reports/shaw-trust-making-a-difference-our-year-in-review-2013-2014/,employment,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,2,1,1,0,0,0,1,1,6,37.5,0,2023
218,helping-more-people-shelter-impact-report-201213,Reports Database:Helping More People. Shelter impact report 2012/13,https://socialvalueuk.org/reports/helping-more-people-shelter-impact-report-201213/,housing,UK,2012,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,1,0,0,2,12.5,0,2023
219,keys-to-the-future-an-independent-evaluation-of-shelters-children-services-bristol-service-interim-report,Reports Database:Keys to the Future: An independent evaluation of Shelter’s Children Services. Brist,https://socialvalueuk.org/reports/keys-to-the-future-an-independent-evaluation-of-shelters-children-services-bristol-service-interim-report/,housing,UK,,Unknown,unknown,1,,,2,1,1,1,5000,2,1,0,0,0,2,1,1,7,43.8,0,2023
220,keys-to-the-future-an-independent-evaluation-of-shelters-children-services-interim-summary-report,Reports Database:Keys to the Future: An independent evaluation of Shelter’s Children Services. Inter,https://socialvalueuk.org/reports/keys-to-the-future-an-independent-evaluation-of-shelters-children-services-interim-summary-report/,housing,UK,2006,Unknown,unknown,0,,,2,1,1,1,5000,1,1,0,0,0,2,1,1,6,37.5,0,2023
221,wales-council-for-voluntary-action-impact-report-2013-14,Reports Database:Wales Council for Voluntary Action Impact report 2013-14,https://socialvalueuk.org/reports/wales-council-for-voluntary-action-impact-report-2013-14/,arts_culture,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,1,1,1,0,0,1,1,0,5,31.2,0,2023
222,refugee-council-impact-report-2012-2013,Reports Database:Refugee Council Impact Report 2012-2013,https://socialvalueuk.org/reports/refugee-council-impact-report-2012-2013/,housing,UK,2012,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,0,0,0,1,0,2,12.5,0,2023
223,refugee-council-impact-report-2013-2014,Reports Database:Refugee Council Impact Report 2013-2014,https://socialvalueuk.org/reports/refugee-council-impact-report-2013-2014/,health,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,1,0,1,1,0,5,31.2,0,2023
224,cab-volunteering-how-everyone-benefits-the-value-of-cab-volunteering-to-individuals-communities-and-society,Reports Database:CAB volunteering – how everyone benefits. The value of CAB volunteering to individu,https://socialvalueuk.org/reports/cab-volunteering-how-everyone-benefits-the-value-of-cab-volunteering-to-individuals-communities-and-society/,employment,Unknown,2012,Unknown,charity,0,,"cost of £1,700.3",0,1,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,0,2023
225,citizens-advice-bureau-our-impact-on-consumer-choices,Reports Database:Citizens Advice Bureau: our impact on consumer choices,https://socialvalueuk.org/reports/citizens-advice-bureau-our-impact-on-consumer-choices/,employment,Unknown,,Unknown,private,0,,,0,1,1,1,4461,2,1,0,1,0,1,0,0,5,31.2,0,2023
226,citizens-advice-bureau-our-impact-on-debt-and-finances,Reports Database:Citizens Advice Bureau: our impact on debt and finances,https://socialvalueuk.org/reports/citizens-advice-bureau-our-impact-on-debt-and-finances/,other,Unknown,,Unknown,unknown,0,,,0,1,4,0,0,,,,,,,,,,,0,2023
227,the-national-autistic-society-impact-report-2014,Reports Database:The National Autistic Society Impact Report 2014,https://socialvalueuk.org/reports/the-national-autistic-society-impact-report-2014/,disability,UK,2014,Unknown,charity,0,,,0,1,1,1,5000,1,1,0,0,0,1,1,0,4,25.0,0,2023
228,national-energy-action-annual-impact-report-2013-2014,Reports Database:National Energy Action Annual Impact Report 2013-2014,https://socialvalueuk.org/reports/national-energy-action-annual-impact-report-2013-2014/,social_inclusion,UK,2013,Unknown,charity,0,,,5,1,1,1,5000,1,1,0,0,0,1,1,0,4,25.0,0,2023
229,lem-report-3-measuring-museum-impacts,Reports Database:LEM Report 3: Measuring Museum Impacts,https://socialvalueuk.org/reports/lem-report-3-measuring-museum-impacts/,arts_culture,Australia,2007,Unknown,charity,0,,,3,1,1,1,5000,0,1,1,1,0,0,1,2,6,37.5,0,2023
230,quick-reads-impact-evaluation-report-2012-13,Reports Database:Quick Reads Impact Evaluation Report 2012-13,https://socialvalueuk.org/reports/quick-reads-impact-evaluation-report-2012-13/,education,UK,2006,Unknown,charity,0,,,0,1,1,1,5000,1,1,1,0,0,1,1,1,6,37.5,0,2023
231,fields-in-trust-impact-report-2013,Reports Database:Fields in Trust Impact Report 2013,https://socialvalueuk.org/reports/fields-in-trust-impact-report-2013/,arts_culture,UK,2013,Unknown,charity,0,,,0,1,1,1,5000,0,1,0,1,0,0,1,1,4,25.0,0,2023
232,quids-in-the-impact-of-financial-skills-training-for-social-housing-tenants,Reports Database:Quids in: The impact of financial skills training for social housing tenants,https://socialvalueuk.org/reports/quids-in-the-impact-of-financial-skills-training-for-social-housing-tenants/,housing,UK,2011,Unknown,unknown,0,,,0,1,1,1,5000,2,1,1,1,0,0,0,1,6,37.5,0,2023
233,well-meet-again-dont-know-where-dont-know-when-supporting-community-visiting-in-essex-care-homes,"Reports Database:“We’ll meet again – don’t know where, don’t know when” Supporting Community Visitin",https://socialvalueuk.org/reports/well-meet-again-dont-know-where-dont-know-when-supporting-community-visiting-in-essex-care-homes/,education,UK,2014,Unknown,government,0,,,0,1,1,1,5000,2,1,0,0,0,0,0,2,5,31.2,0,2023
234,caring-dads-safer-children-interim-evaluation-report,Reports Database:Caring dads safer children: interim evaluation report,https://socialvalueuk.org/reports/caring-dads-safer-children-interim-evaluation-report/,health,Unknown,2014,Unknown,unknown,0,,,0,1,1,1,5000,2,1,1,0,0,2,0,1,7,43.8,0,2023
