id,slug,title,url,sector_clean,year_clean,report_type_clean,org_type,assurance_clean,sroi_ratio_value,total_investment_raw,stakeholder_mentions,has_pdf,pdf_extracted,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,is_assured_raw,publication_year_raw,country_clean
340,girls-friendly-society-annual-review-2013,Reports Database:Girls’ Friendly Society Annual Review 2013,https://socialvalueuk.org/reports/girls-friendly-society-annual-review-2013/,youth,2013.0,Unknown,charity,0,,"Investments 11,586",0,1,1,1,5000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.5,0,2023.0,UK
341,the-health-impacts-of-cold-homes-and-fuel-poverty,Reports Database:The Health Impacts of Cold Homes and Fuel Poverty,https://socialvalueuk.org/reports/the-health-impacts-of-cold-homes-and-fuel-poverty/,environment,2011.0,Unknown,government,0,,,0,1,1,1,5000,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,31.2,0,2023.0,UK
342,social-investment-scotland-our-social-impact-2,Reports Database:Social Investment Scotland: Our Social Impact,https://socialvalueuk.org/reports/social-investment-scotland-our-social-impact-2/,social_inclusion,,Unknown,charity,0,,,0,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,0,2023.0,UK
343,national-evaluation-of-flying-start-impact-report,Reports Database:National Evaluation of Flying Start: Impact Report,https://socialvalueuk.org/reports/national-evaluation-of-flying-start-impact-report/,education,2013.0,Unknown,government,1,,,0,1,1,1,5000,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.8,0,2023.0,UK
344,estimating-the-costs-of-child-poverty-in-2013,Reports Database:Estimating the costs of child poverty in 2013,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty-in-2013/,employment,2008.0,Unknown,charity,0,,cost £1.9,0,1,1,1,5000,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,25.0,0,2023.0,UK
345,estimating-the-costs-of-child-poverty,Reports Database:Estimating the costs of child poverty,https://socialvalueuk.org/reports/estimating-the-costs-of-child-poverty/,education,2008.0,Unknown,government,0,,,0,1,1,1,5000,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,43.8,0,2023.0,UK
346,social-valuation-of-resident-support-services-newlon-fusion,Reports Database:Social valuation of resident support services Newlon Fusion,https://socialvalueuk.org/reports/social-valuation-of-resident-support-services-newlon-fusion/,community,2012.0,Unknown,private,1,,,8,1,1,1,5000,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,11.0,68.8,0,2023.0,UK
348,student-contributions-to-the-uk-economy,Reports Database:Student contributions to the UK economy,https://socialvalueuk.org/reports/student-contributions-to-the-uk-economy/,education,2013.0,Unknown,social_enterprise,0,,,0,1,1,1,5000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,25.0,0,2023.0,UK
349,building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick,Reports Database:Building Bridges: An Evaluation and Social Return on Investment Study of the Le Ché,https://socialvalueuk.org/reports/building-bridges-an-evaluation-and-social-return-on-investment-study-of-the-le-cheile-restorative-justice-project-in-limerick/,justice,2015.0,Unknown,unknown,0,,,6,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,8.0,50.0,0,2023.0,Ireland
350,investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life,Reports Database:Investing in culture and community: The Social Return on Investing in work-based le,https://socialvalueuk.org/reports/investing-in-culture-and-community-the-social-return-on-investing-in-work-based-learning-at-the-museum-of-east-anglian-life/,arts_culture,,Unknown,unknown,0,,,2,1,1,1,5000,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,9.0,56.2,0,2023.0,UK
351,making-a-difference-the-social-impact-of-brigade,Reports Database:Making a difference. The social impact of Brigade.,https://socialvalueuk.org/reports/making-a-difference-the-social-impact-of-brigade/,housing,2011.0,Unknown,charity,1,,,1,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,9.0,56.2,0,2023.0,UK
352,alabama-legal-aid-social-return-on-investment,Reports Database:Alabama Legal Aid Social Return on Investment,https://socialvalueuk.org/reports/alabama-legal-aid-social-return-on-investment/,housing,2013.0,Unknown,unknown,0,,"INVESTMENT 

884",0,1,1,1,5000,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0,2023.0,UK
353,iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma,Reports Database:Iniziative di microcredito e microfinanza a favore delle popolzioni colpite dal sis,https://socialvalueuk.org/reports/iniziative-di-microcredito-e-microfinanza-a-favore-delle-popolzioni-colpite-dal-sisma/,microfinance,,Unknown,unknown,0,,,1,1,1,1,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,0,2023.0,Italy
354,the-local-food-programme-a-social-return-on-investment-approach,Reports Database:The Local Food programme: A Social Return on Investment Approach,https://socialvalueuk.org/reports/the-local-food-programme-a-social-return-on-investment-approach/,housing,2013.0,Unknown,unknown,0,,,3,1,1,1,5000,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,13.0,81.2,0,2023.0,UK
355,football-foundation-sroi-analysis-and-extra-time,Reports Database:Football Foundation: SROI analysis and Extra Time,https://socialvalueuk.org/reports/football-foundation-sroi-analysis-and-extra-time/,sports,2011.0,Forecast,charity,0,,,10,1,1,1,5000,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,10.0,62.5,0,2023.0,UK
356,survivors-manchester-sroi-report,Reports Database:Survivors Manchester SROI Report,https://socialvalueuk.org/reports/survivors-manchester-sroi-report/,other,2012.0,Unknown,charity,0,,"cost of £60,000",17,1,1,1,5000,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,37.5,0,2023.0,UK
357,sroi-evaluation-analysis-ahdaaf-project,Reports Database:SROI Evaluation Analysis “Ahdaaf” Project,https://socialvalueuk.org/reports/sroi-evaluation-analysis-ahdaaf-project/,housing,2013.0,Unknown,charity,0,,,25,1,1,1,5000,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,11.0,68.8,0,2023.0,International
359,introduction-to-supported-employment,Reports Database:Introduction to Supported Employment,https://socialvalueuk.org/reports/introduction-to-supported-employment/,education,2009.0,Unknown,government,0,,,2,1,1,1,5000,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,50.0,0,2023.0,Canada
360,measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia,Reports Database:Measuring social value creation at Saipem’s Karimun Island fabrication yard in Indo,https://socialvalueuk.org/reports/measuring-social-value-creation-at-saipems-karimun-island-fabrication-yard-in-indonesia/,sports,2007.0,Unknown,government,0,,,13,1,1,1,5000,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,50.0,0,2023.0,Indonesia
361,region-of-waterloo-step-home-sroi-roll-up-report,Reports Database:Region of Waterloo STEP Home SROI Roll-Up Report,https://socialvalueuk.org/reports/region-of-waterloo-step-home-sroi-roll-up-report/,housing,2013.0,Unknown,government,0,,,4,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,0,2023.0,Canada
362,summary-and-extracts-from-edinburgh-leisures-social-return-on-investment,Reports Database:Summary and extracts from Edinburgh Leisure’s Social Return on Investment,https://socialvalueuk.org/reports/summary-and-extracts-from-edinburgh-leisures-social-return-on-investment/,sports,2015.0,Unknown,charity,0,,,1,1,1,1,5000,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,31.2,0,2023.0,UK
363,an-sroi-report-from-the-social-resources-institute-in-china,Reports Database:An SROI report from the Social Resources Institute in China,https://socialvalueuk.org/reports/an-sroi-report-from-the-social-resources-institute-in-china/,other,2008.0,Unknown,social_enterprise,0,,,0,1,1,1,5000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.2,0,2023.0,UK
364,the-social-return-of-real-jobs-summary,Reports Database:The Social Return of Real Jobs Summary,https://socialvalueuk.org/reports/the-social-return-of-real-jobs-summary/,disability,2010.0,Unknown,government,0,,,10,1,1,1,5000,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,37.5,0,2023.0,UK
365,womens-support-network-wsn-sroi-pilot-reports,Reports Database:Women’s Support Network (WSN): SROI Pilot Reports,https://socialvalueuk.org/reports/womens-support-network-wsn-sroi-pilot-reports/,housing,2010.0,Forecast,unknown,0,,investment of £1,9,1,1,1,5000,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,12.0,75.0,0,2023.0,UK
367,forecast-sroi-report-of-excited-ed-cic-activities,Reports Database:Forecast SROI Report of Excited-ed CIC Activities,https://socialvalueuk.org/reports/forecast-sroi-report-of-excited-ed-cic-activities/,other,2013.0,Forecast,social_enterprise,1,,,6,1,1,1,5000,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,9.0,56.2,0,2023.0,UK
368,foundation-east-sroi,Reports Database:Foundation East SROI,https://socialvalueuk.org/reports/foundation-east-sroi/,employment,,Unknown,private,1,,"TOTAL INPUT

£4,860",14,1,1,1,5000,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,8.0,50.0,1,2023.0,UK
369,the-value-of-shoreditch-trusts-blue-marble-training-2,Reports Database:The Value of Shoreditch Trust’s Blue Marble Training,https://socialvalueuk.org/reports/the-value-of-shoreditch-trusts-blue-marble-training-2/,employment,2000.0,Unknown,government,0,,"Inputs  

188",9,1,1,1,5000,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,93.8,0,2023.0,UK
370,gentoo-living-young-persons-supported-housing-service-steps,Reports Database:Gentoo Living Young Persons Supported Housing Service – STEPS,https://socialvalueuk.org/reports/gentoo-living-young-persons-supported-housing-service-steps/,housing,2013.0,Forecast,private,1,,,6,1,1,1,5000,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,14.0,87.5,0,2023.0,UK
371,adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead,Reports Database:Adult and Community Learning Fund: Forecast of SROI of Silver Lining at The Sage Ga,https://socialvalueuk.org/reports/adult-and-community-learning-fund-forecast-of-sroi-of-silver-lining-at-the-sage-gateshead/,education,2011.0,Forecast,unknown,0,,,6,1,1,1,5000,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,13.0,81.2,0,2023.0,UK
373,measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition,Reports Database:Measuring the Value Created by Auckland Museum’s Moana – My Ocean Exhibition,https://socialvalueuk.org/reports/measuring-the-value-created-by-auckland-museums-moana-my-ocean-exhibition/,education,2014.0,Unknown,government,1,,,12,1,1,1,5000,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,50.0,1,2023.0,New Zealand
375,mayors-music-fund-for-young-londoners-impact-report-2014,Reports Database:Mayor’s Music Fund For Young Londoners Impact Report 2014,https://socialvalueuk.org/reports/mayors-music-fund-for-young-londoners-impact-report-2014/,education,2014.0,Unknown,government,0,,,0,1,1,1,5000,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,25.0,0,2023.0,UK
376,making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014,"Reports Database:Making their lives better: now, tomorrow and every day. Action for Children Impact ",https://socialvalueuk.org/reports/making-their-lives-better-now-tomorrow-and-every-day-action-for-children-impact-report-2014/,other,2014.0,Unknown,unknown,0,,,0,0,0,0,0,,,,,,,,,,,0,,UK
377,skillforce-social-impact-report-2014-2,Reports Database:SkillForce Social Impact Report 2014,https://socialvalueuk.org/reports/skillforce-social-impact-report-2014-2/,education,2012.0,Unknown,charity,0,,,0,1,1,1,5000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,18.8,0,2023.0,Uganda
378,calvert-foundation-2014-social-impact-report,Reports Database:Calvert Foundation 2014 Social Impact Report,https://socialvalueuk.org/reports/calvert-foundation-2014-social-impact-report/,housing,2014.0,Unknown,charity,0,,,0,1,1,1,5000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.5,0,2023.0,USA
379,westminster-befriend-a-family-social-impact-evaluation-report,Reports Database:Westminster Befriend A Family Social Impact Evaluation Report,https://socialvalueuk.org/reports/westminster-befriend-a-family-social-impact-evaluation-report/,housing,2015.0,Unknown,charity,0,,,0,1,1,1,5000,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,43.8,0,2023.0,UK
380,cost-analysis-of-anne-arundel-county-maryland-drug-court,"Reports Database:Cost Analysis of Anne Arundel County, Maryland Drug Court",https://socialvalueuk.org/reports/cost-analysis-of-anne-arundel-county-maryland-drug-court/,health,2004.0,Unknown,private,0,,,0,1,1,1,5000,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,37.5,0,2023.0,USA
382,cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina,Reports Database:Cost-Benefit Analysis of Raising the Age of Juvenile Jurisdiction in North Carolina,https://socialvalueuk.org/reports/cost-benefit-analysis-of-raising-the-age-of-juvenile-jurisdiction-in-north-carolina/,justice,2009.0,Unknown,government,0,,cost of $49.2,0,1,1,1,5000,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,9.0,56.2,0,2023.0,USA
383,9541,Reports Database:Cost benefit analyses of alcohol policy – a primer,https://socialvalueuk.org/reports/9541/,education,2010.0,Unknown,unknown,0,,,0,1,1,1,5000,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,31.2,0,2023.0,Australia
